ts_ms,valid_L,interp_L,side_L,pLx,pLy,pLz,qLx,qLy,qLz,qLw,valid_R,interp_R,side_R,pRx,pRy,pRz,qRx,qRy,qRz,qRw
1779153052626.806,1,0,0,-0.026285,0.260370,0.359467,0.908294,0.062391,-0.094543,0.402704,1,0,0,-0.087881,-0.195211,0.288362,-0.442948,-0.162516,-0.057709,0.879804
1779153052660.140,1,0,0,-0.026974,0.261978,0.358560,0.911526,0.097153,-0.106813,0.385061,1,1,-1,-0.089012,-0.194603,0.291333,-0.423102,-0.439694,-0.184786,0.770395
1779153052693.473,1,0,0,-0.025703,0.262469,0.358346,0.924526,0.090292,-0.109644,0.353663,1,1,-1,-0.090074,-0.193922,0.294433,-0.369678,-0.675323,-0.290998,0.567977
1779153052726.806,1,0,0,-0.026244,0.263031,0.358480,0.913620,0.101725,-0.108678,0.378338,1,1,1,-0.091136,-0.193240,0.297533,-0.275356,-0.836241,-0.365017,0.302724
1779153052760.140,1,0,0,-0.026235,0.263524,0.359318,0.910864,0.098488,-0.123381,0.381320,1,0,1,-0.089845,-0.192577,0.299309,0.276863,0.849225,0.355221,-0.275648
1779153052793.473,1,0,0,-0.027239,0.262689,0.360379,0.920116,0.101353,-0.118393,0.359302,1,1,-1,-0.084200,-0.194055,0.298286,0.028894,0.659591,0.487653,-0.571227
1779153052826.806,1,0,0,-0.022057,0.261152,0.361263,0.927953,0.108883,-0.109983,0.339044,1,1,0,-0.078408,-0.195605,0.297169,0.233245,-0.323078,-0.520746,0.755010
1779153052860.140,1,0,0,-0.024072,0.261881,0.360955,0.923682,0.113955,-0.119395,0.345789,1,0,1,-0.084541,-0.192951,0.302791,-0.157459,-0.863988,-0.344415,0.331829
1779153052893.473,1,0,0,-0.023818,0.261300,0.361061,0.911969,0.128452,-0.123099,0.369675,1,0,0,-0.084658,-0.197928,0.297941,-0.281258,0.328662,0.480230,-0.763056
1779153052926.806,1,0,0,-0.024573,0.260500,0.360596,0.903200,0.139407,-0.137485,0.381959,1,1,-1,-0.084556,-0.197414,0.298538,0.287347,-0.287807,-0.504584,0.761573
1779153052960.140,1,0,0,-0.027273,0.260981,0.360120,0.872120,0.149872,-0.155905,0.438907,1,1,0,-0.084454,-0.196715,0.299321,0.280214,-0.270597,-0.530417,0.752937
1779153052993.473,1,0,0,-0.024355,0.260026,0.359346,0.858450,0.148754,-0.132904,0.472518,1,1,-1,-0.087109,-0.198149,0.298953,0.303497,-0.306325,-0.487275,0.759353
1779153053026.806,1,0,0,-0.025741,0.258978,0.360457,0.824748,0.158716,-0.133448,0.526109,1,1,0,-0.089852,-0.199652,0.298547,0.326536,-0.342519,-0.439970,0.763205
1779153053060.140,1,0,0,-0.025690,0.258675,0.361115,0.808626,0.150607,-0.126335,0.554510,1,1,-1,-0.089676,-0.198643,0.299800,0.306881,-0.314122,-0.474922,0.762627
1779153053093.473,1,0,0,-0.023413,0.257398,0.362031,0.791093,0.152702,-0.105920,0.582783,1,1,0,-0.089407,-0.197554,0.301105,0.285060,-0.282850,-0.511202,0.759875
1779153053126.806,1,0,0,-0.022201,0.256615,0.363908,0.764025,0.155664,-0.117909,0.614924,1,1,-1,-0.090756,-0.197573,0.300301,0.287057,-0.272723,-0.520525,0.756488
1779153053160.140,1,0,0,-0.022548,0.256663,0.366143,0.726776,0.169483,-0.139020,0.650957,1,1,-1,-0.092155,-0.197627,0.299432,0.289757,-0.263218,-0.528940,0.752980
1779153053193.473,1,0,0,-0.026435,0.257258,0.367639,0.668951,0.184848,-0.173314,0.698784,1,1,-1,-0.093553,-0.197681,0.298563,0.292404,-0.253665,-0.537260,0.749337
1779153053226.806,1,0,0,-0.026107,0.258081,0.369099,0.649462,0.173746,-0.173822,0.719581,1,1,-1,-0.094952,-0.197735,0.297693,0.294998,-0.244067,-0.545483,0.745557
1779153053260.140,1,0,0,-0.024567,0.257190,0.370022,0.608433,0.185795,-0.180543,0.750129,1,1,-1,-0.096350,-0.197789,0.296824,0.297539,-0.234424,-0.553607,0.741644
1779153053293.473,1,0,0,-0.020784,0.256452,0.370885,0.608156,0.181138,-0.164427,0.755182,1,1,0,-0.097749,-0.197843,0.295955,0.300026,-0.224739,-0.561631,0.737596
1779153053326.806,1,0,0,-0.022141,0.256972,0.371149,0.623701,0.168311,-0.161138,0.746125,1,0,0,-0.090183,-0.197315,0.289783,0.812782,-0.236202,-0.314303,-0.429893
1779153053360.140,1,0,0,-0.024456,0.257239,0.371393,0.607818,0.166058,-0.166570,0.758443,1,1,-1,-0.094255,-0.196337,0.291968,0.770914,-0.267453,-0.548586,0.182243
1779153053393.473,1,0,0,-0.025067,0.257314,0.371291,0.584430,0.166742,-0.163401,0.777135,1,1,0,-0.098668,-0.195348,0.294398,0.348212,-0.172986,-0.534250,0.750600
1779153053426.806,1,0,0,-0.023090,0.256888,0.371538,0.584259,0.162628,-0.155616,0.779729,1,1,-1,-0.108005,-0.196420,0.296047,0.323386,-0.194194,-0.538525,0.753459
1779153053460.140,1,0,0,-0.020733,0.255766,0.371597,0.590040,0.161683,-0.175882,0.771218,1,1,-1,-0.117480,-0.197551,0.297676,0.313257,-0.220082,-0.547136,0.744363
1779153053493.473,1,0,0,-0.020056,0.255363,0.370751,0.584668,0.156646,-0.178066,0.775834,1,1,-1,-0.126954,-0.198681,0.299304,0.302838,-0.245765,-0.555238,0.734575
1779153053526.806,1,0,0,-0.019837,0.254220,0.370580,0.569040,0.155016,-0.170835,0.789290,1,1,0,-0.136429,-0.199811,0.300932,0.292137,-0.271219,-0.562824,0.724103
1779153053560.140,1,0,0,-0.018578,0.252293,0.370196,0.551479,0.157607,-0.167233,0.801913,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1779153053593.473,1,0,0,-0.020064,0.251929,0.369732,0.523288,0.157067,-0.180623,0.817848,0,0,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
